date,부산_기온,부산_강수량,부산_풍속,부산_최대풍속,부산_습도,울산_기온,울산_강수량,울산_풍속,울산_최대풍속,울산_습도,인천_기온,인천_강수량,인천_풍속,인천_최대풍속,인천_습도,광양_기온,광양_강수량,광양_풍속,광양_최대풍속,광양_습도,부산_기상이벤트,울산_기상이벤트,인천_기상이벤트,광양_기상이벤트
2026-04-21,15.6,3.0,3.6,7.4,30.0,15.5,0.0,2.9,7.7,29.6,10.6,0.0,3.1,5.9,68.0,13.3,0.0,3.3,13.9,42.4,0,0,0,0
2026-04-22,15.6,1.3,1.6,5.4,51.8,15.5,0.0,1.4,3.9,43.4,13.2,0.0,2.2,5.3,50.5,13.8,1.1,2.7,6.6,60.9,0,0,0,0
2026-04-23,14.6,1.5,3.3,7.2,67.4,14.0,0.0,3.2,6.0,60.4,16.6,0.0,3.0,5.8,41.4,15.9,0.8,3.9,7.4,52.4,0,0,0,0
2026-04-24,15.0,1.5,3.1,4.6,51.9,13.0,0.0,2.8,5.6,61.0,16.9,0.0,2.0,4.0,33.9,15.5,0.8,3.1,7.0,42.6,0,0,0,0
2026-04-25,17.2,1.5,2.4,4.1,43.6,15.4,0.0,1.5,3.6,51.8,16.2,0.0,2.1,4.1,52.6,16.7,0.8,2.1,5.3,49.4,0,0,0,0
2026-04-26,17.7,1.5,1.9,5.9,54.3,16.3,0.0,1.2,3.2,69.4,16.0,0.0,1.8,4.1,47.3,16.8,0.8,2.2,5.0,67.6,0,0,0,0
2026-04-27,19.2,1.5,3.0,7.1,54.6,17.6,0.0,2.3,4.9,57.8,13.9,2.3,2.5,6.7,63.4,17.8,0.8,3.0,6.4,55.4,0,0,0,0
2026-04-28,17.6,1.5,4.1,7.3,59.8,16.8,0.0,2.2,5.0,59.4,12.5,2.3,3.2,5.3,74.0,16.6,0.8,5.0,9.7,47.6,0,0,0,0
2026-04-29,14.9,1.5,2.2,5.0,65.6,13.4,0.0,1.7,3.8,69.1,13.6,2.3,2.4,5.9,64.1,14.6,0.0,2.8,10.5,49.9,0,0,0,0
2026-04-30,14.9,4.3,2.1,4.6,74.1,13.6,1.1,1.6,4.3,77.0,15.6,0.0,2.1,4.5,54.0,14.9,0.3,3.1,8.7,68.6,0,0,0,0
2026-05-01,15.5,7.6,3.4,6.6,65.5,15.5,7.2,2.2,4.8,57.0,15.6,0.0,3.4,7.1,55.9,17.3,0.0,5.6,10.4,38.9,0,0,0,0
2026-05-02,18.0,7.6,2.9,6.4,52.3,19.7,0.0,2.0,5.2,42.5,15.3,0.6,2.5,5.3,77.1,17.3,0.0,3.8,8.2,58.3,0,0,0,0
2026-05-03,14.8,23.6,3.5,8.8,87.1,14.3,19.4,1.3,4.2,85.5,12.5,8.7,2.5,5.5,90.5,14.1,21.9,3.8,9.5,85.5,0,0,0,0
2026-05-04,16.4,23.6,4.3,12.3,46.1,14.6,19.4,3.1,7.8,55.6,13.7,0.0,3.7,6.9,63.3,15.3,21.9,5.6,10.0,44.9,0,0,0,0
2026-05-05,16.1,23.6,3.4,7.1,47.6,15.2,19.4,2.2,6.0,53.4,14.0,0.0,2.6,4.7,60.0,14.6,21.9,2.7,6.8,54.1,0,0,0,0
2026-05-06,17.0,23.6,4.4,7.8,63.4,16.4,19.4,1.5,3.3,61.4,16.6,0.0,2.8,5.7,56.6,16.4,21.9,2.9,5.6,68.4,0,0,0,0
2026-05-07,18.9,23.6,5.2,7.9,63.1,19.3,19.4,2.4,6.2,51.6,14.6,4.0,3.0,5.6,80.8,17.5,21.9,3.5,8.8,74.1,0,0,0,0
2026-05-08,18.8,0.0,3.3,6.4,36.5,17.2,0.0,3.3,6.9,40.0,15.4,4.0,3.7,7.6,53.0,17.3,0.0,6.8,12.6,35.8,0,0,0,0
2026-05-09,16.8,0.0,2.9,7.9,45.9,15.5,0.0,1.6,3.5,51.3,15.5,4.0,2.0,4.2,50.3,15.9,0.0,3.4,7.1,43.8,0,0,0,0
2026-05-10,17.2,0.0,3.1,6.3,51.1,17.5,0.0,1.4,3.6,45.1,16.3,4.0,2.4,4.4,49.1,16.7,0.0,2.3,5.1,62.9,0,0,0,0
2026-05-11,19.1,0.0,4.2,8.0,69.4,19.2,0.0,2.4,5.6,55.5,16.3,6.2,2.3,5.3,82.9,18.7,0.0,3.1,6.4,74.4,0,0,0,0
2026-05-12,17.7,0.4,2.9,6.8,81.5,18.3,5.7,1.6,6.0,72.9,18.3,1.8,1.8,3.7,79.9,16.4,50.0,2.3,9.8,91.0,0,0,0,1
2026-05-13,18.6,0.4,2.4,5.2,71.4,18.1,5.7,1.2,3.3,68.9,17.7,1.8,1.7,3.9,78.3,18.3,50.0,2.0,3.6,81.0,0,0,0,1
2026-05-14,19.7,0.4,2.7,5.4,68.4,18.2,5.7,2.1,5.2,75.6,21.1,1.8,1.9,4.9,68.5,19.2,50.0,1.9,5.5,74.8,0,0,0,1
2026-05-15,19.7,0.4,2.3,4.7,60.5,19.0,5.7,1.5,3.7,62.5,21.6,1.8,2.0,4.4,61.1,19.2,50.0,2.8,7.0,70.3,0,0,0,1
2026-05-16,20.5,0.4,2.0,5.2,46.4,20.9,5.7,1.1,2.8,48.4,20.7,1.8,2.0,4.5,63.5,20.3,50.0,2.4,5.3,61.3,0,0,0,1
2026-05-17,21.7,0.4,2.3,4.5,58.9,23.9,5.7,1.3,3.2,44.6,20.5,1.8,1.9,4.0,59.5,21.7,50.0,1.7,3.4,62.5,0,0,0,1
2026-05-18,21.4,0.4,2.7,6.0,59.6,22.8,5.7,1.4,4.5,43.8,21.8,1.8,1.8,4.4,52.1,21.4,50.0,2.3,4.3,58.8,0,0,0,1
2026-05-19,22.6,0.0,2.6,5.9,53.0,23.1,5.7,1.5,3.6,46.3,21.7,0.0,2.1,4.5,55.8,20.3,1.5,1.8,3.9,74.5,0,0,0,0
2026-05-20,17.4,27.9,3.0,5.5,89.6,15.9,34.3,2.0,3.6,91.5,17.1,56.0,3.2,5.3,88.1,17.3,124.0,4.8,8.5,97.1,0,0,1,1
2026-05-21,17.6,15.2,1.8,3.0,89.1,17.0,6.9,1.4,3.3,91.1,17.4,5.9,2.9,5.6,88.6,19.2,26.4,3.4,6.9,86.0,0,0,0,0
2026-05-22,18.6,15.2,3.0,5.0,71.4,16.9,0.3,2.8,5.3,76.3,20.6,5.9,2.3,4.4,58.5,18.5,26.4,3.5,6.3,77.6,0,0,0,0
2026-05-23,18.2,0.0,2.5,4.3,74.0,16.1,0.1,1.6,2.9,82.5,19.0,0.1,2.3,4.6,65.8,18.2,0.0,3.5,7.6,75.8,0,0,0,0
2026-05-24,19.4,0.0,2.4,3.7,70.6,18.2,0.1,1.3,3.3,74.8,21.1,0.1,1.8,4.0,69.3,19.5,0.0,2.3,6.7,78.8,0,0,0,0
2026-05-25,22.8,0.0,1.9,3.3,74.6,21.7,0.1,1.2,3.2,76.1,23.6,0.1,1.9,3.9,71.8,22.4,0.0,2.5,5.2,79.1,0,0,0,0
2026-05-26,22.5,21.1,2.3,3.6,80.0,22.1,1.1,1.5,3.2,78.6,24.2,11.4,1.7,4.6,82.1,21.6,33.6,3.6,9.4,84.4,0,0,0,0
2026-05-27,20.4,14.4,2.9,4.3,90.4,19.2,12.5,1.8,3.5,94.5,22.0,4.3,2.4,4.5,86.9,20.9,9.7,5.6,9.2,91.9,0,0,0,0
2026-05-28,22.5,14.4,2.6,5.4,77.9,22.5,0.0,1.5,3.9,74.1,19.1,1.9,2.4,5.0,93.3,23.1,9.7,4.2,8.3,79.0,0,0,0,0
2026-05-29,22.0,14.4,2.7,5.8,60.0,21.2,0.0,2.2,4.3,62.8,19.6,1.9,2.5,4.7,80.8,21.7,9.7,4.0,9.2,65.9,0,0,0,0
2026-05-30,23.7,14.4,2.9,6.2,55.8,23.9,0.0,1.8,3.9,43.5,20.0,1.9,2.6,5.0,75.4,23.3,9.7,3.0,6.9,49.5,0,0,0,0
2026-05-31,25.1,14.4,2.7,5.9,46.8,24.6,0.0,1.4,2.7,42.8,22.8,1.9,1.8,4.0,58.8,23.8,9.7,1.5,3.3,54.6,0,0,0,0
2026-06-01,23.4,0.7,2.7,6.3,62.5,22.6,0.0,1.5,5.5,63.0,21.7,1.9,1.7,4.3,61.9,22.4,8.1,1.9,5.2,71.4,0,0,0,0
2026-06-02,20.6,21.9,2.4,4.5,91.0,20.2,14.0,1.7,4.3,91.3,24.1,1.9,2.1,3.9,66.5,21.0,74.7,4.3,9.6,86.8,0,0,0,1
2026-06-03,22.8,21.9,2.2,5.1,78.6,22.2,14.0,1.7,3.6,80.0,23.8,1.9,1.9,4.3,72.3,22.4,74.7,1.9,4.9,81.4,0,0,0,0
2026-06-04,21.8,0.0,1.9,4.4,80.8,21.7,14.0,1.3,3.2,77.9,21.7,0.9,2.8,7.9,84.5,21.5,0.0,2.7,4.6,85.5,0,0,0,0
2026-06-05,24.1,0.0,3.1,7.1,54.6,22.5,14.0,1.8,4.4,53.9,19.4,0.9,3.0,6.6,72.3,22.9,0.0,4.8,9.5,53.3,0,0,0,0
2026-06-06,24.1,0.0,3.1,5.7,54.6,22.5,14.0,1.8,6.6,53.9,19.4,0.9,3.0,3.7,72.3,22.9,0.0,4.8,7.1,53.3,0,0,0,0
