date,부산_기온,부산_강수량,부산_풍속,부산_최대풍속,부산_습도,울산_기온,울산_강수량,울산_풍속,울산_최대풍속,울산_습도,인천_기온,인천_강수량,인천_풍속,인천_최대풍속,인천_습도,광양_기온,광양_강수량,광양_풍속,광양_최대풍속,광양_습도,부산_기상이벤트,울산_기상이벤트,인천_기상이벤트,광양_기상이벤트
2025-11-28,7.4,1.3,3.0,8.2,38.0,5.8,0.0,2.6,5.9,34.5,2.4,11.4,2.1,6.9,53.9,7.6,2.1,4.7,8.5,46.9,0,0,0,0
2025-11-29,10.6,1.3,2.6,7.2,52.4,8.2,0.0,1.5,5.1,51.6,7.9,0.0,3.3,5.8,63.9,9.9,2.1,1.8,4.5,61.5,0,0,0,0
2025-11-30,16.1,1.3,5.0,10.1,64.5,14.6,0.0,2.3,5.3,61.4,12.4,0.0,3.1,6.4,88.5,14.3,2.1,2.8,6.5,77.3,0,0,0,0
2025-12-01,13.5,1.3,2.8,7.7,45.6,11.6,0.0,2.4,4.3,38.1,4.9,0.0,3.2,7.0,56.6,11.7,2.1,4.5,8.9,46.6,0,0,0,0
2025-12-02,8.2,1.3,2.9,7.1,28.3,5.8,0.0,3.1,5.8,29.9,-0.6,0.0,4.2,7.3,50.0,6.9,2.1,5.3,10.8,39.8,0,0,0,0
2025-12-03,2.0,1.3,3.0,7.1,35.5,-0.2,0.0,3.6,7.2,35.6,-6.3,0.0,4.2,7.7,45.5,1.7,2.1,5.9,12.1,48.6,0,0,0,0
2025-12-04,2.1,1.3,1.1,4.7,44.6,0.6,0.0,2.5,6.1,42.0,-3.2,1.0,3.6,9.7,52.9,3.3,0.0,3.8,7.1,55.5,0,0,0,0
2025-12-05,3.3,1.3,2.9,5.9,30.5,1.8,0.0,3.0,6.8,29.6,-1.5,1.0,2.8,7.1,52.3,3.3,0.0,5.1,11.0,39.5,0,0,0,0
2025-12-06,6.0,1.3,3.5,6.1,42.8,4.6,0.0,1.9,3.9,39.9,5.0,0.2,3.9,6.1,71.8,5.3,0.0,2.7,7.1,59.6,0,0,0,0
2025-12-07,11.3,1.3,4.0,7.0,64.6,9.4,0.0,1.5,3.6,59.3,9.1,0.2,3.3,7.3,75.4,11.3,0.0,4.4,7.6,67.0,0,0,0,0
2025-12-08,8.8,1.3,3.0,7.1,28.3,7.0,0.0,2.6,5.7,29.0,3.3,0.2,3.1,5.8,47.8,8.4,0.0,6.2,10.5,33.9,0,0,0,0
2025-12-09,6.1,1.3,2.9,5.8,30.5,4.3,0.0,2.6,4.7,35.9,3.7,0.2,2.2,4.1,59.1,5.8,0.0,4.0,7.7,43.5,0,0,0,0
2025-12-10,8.6,1.3,2.4,4.8,43.3,6.5,0.0,1.3,3.2,48.1,6.4,0.2,2.8,5.1,79.3,7.6,0.0,1.4,4.4,54.4,0,0,0,0
2025-12-11,11.5,0.0,3.7,6.7,47.9,9.8,0.0,2.2,6.1,47.8,3.6,15.5,3.8,7.6,70.6,10.1,0.3,4.2,12.3,60.3,0,0,0,0
2025-12-12,6.9,0.0,3.4,5.1,66.4,4.4,3.4,2.8,5.1,85.9,1.2,15.5,3.0,4.6,56.5,7.1,0.3,5.6,10.6,54.3,0,0,0,0
2025-12-13,8.1,0.8,2.4,5.9,72.3,5.9,5.8,1.9,4.9,85.4,2.5,8.3,2.2,4.6,84.4,6.9,9.7,6.4,12.4,71.5,0,0,0,0
2025-12-14,4.6,0.8,3.4,8.1,55.6,3.6,5.8,3.9,7.9,52.1,0.5,0.0,3.0,5.3,71.1,4.3,9.7,5.6,11.6,62.4,0,0,0,0
2025-12-15,5.3,0.8,1.4,4.2,52.4,4.0,5.8,2.0,4.0,53.3,1.8,0.0,2.2,3.8,70.1,5.1,9.7,2.4,5.1,63.0,0,0,0,0
2025-12-16,8.3,0.0,0.7,4.0,55.9,6.3,5.8,1.5,3.1,59.6,4.9,0.7,2.1,4.1,88.3,7.6,0.5,1.4,3.3,71.5,0,0,0,0
2025-12-17,9.3,0.8,2.2,6.2,58.6,7.8,0.0,2.4,6.0,56.1,3.4,0.7,2.5,4.3,74.4,8.0,0.2,5.0,10.4,63.6,0,0,0,0
2025-12-18,8.5,0.8,1.3,6.3,38.1,6.4,0.0,2.2,4.8,43.3,2.6,0.7,1.8,3.6,62.1,6.4,0.2,2.1,7.7,54.8,0,0,0,0
2025-12-19,12.9,0.0,0.8,5.3,70.3,10.3,0.0,1.2,4.7,74.9,6.4,0.7,2.1,3.5,65.8,10.3,0.2,1.4,3.1,70.3,0,0,0,0
2025-12-20,15.4,0.0,1.8,5.4,76.9,13.2,0.0,1.5,4.8,78.9,7.7,0.3,3.1,5.9,78.1,12.1,0.0,2.2,11.1,80.1,0,0,0,0
2025-12-21,5.7,0.0,2.7,6.7,30.8,3.6,0.0,3.2,5.8,27.6,-1.4,0.3,3.7,7.2,45.3,4.1,0.0,6.6,10.9,37.3,0,0,0,0
2025-12-22,6.3,0.0,1.2,4.4,45.1,3.5,0.0,2.3,4.9,49.0,-0.7,0.3,1.9,4.3,47.6,4.7,0.0,4.3,7.7,44.3,0,0,0,0
2025-12-23,10.1,0.6,0.1,2.4,68.5,7.1,0.2,1.0,2.8,71.3,2.6,10.3,2.3,5.6,73.6,8.4,1.0,3.5,7.3,68.4,0,0,0,0
2025-12-24,9.1,13.0,1.4,5.1,92.3,7.3,7.5,2.6,4.9,91.9,1.6,10.3,3.3,6.0,83.0,7.9,3.7,4.3,9.4,85.3,0,0,0,0
2025-12-25,2.8,13.0,4.7,9.5,43.5,1.6,7.5,3.9,8.1,44.6,-3.8,10.3,5.3,8.8,54.4,1.6,0.0,8.4,13.8,49.3,0,0,0,0
2025-12-26,-3.0,13.0,3.5,4.2,23.0,-4.3,7.5,3.4,6.5,23.5,-8.3,10.3,3.4,6.8,42.5,-3.2,0.0,7.0,12.0,32.8,0,0,0,0
2025-12-27,1.3,13.0,2.7,5.3,40.0,0.3,7.5,2.2,6.5,41.6,-2.3,0.0,2.1,3.7,65.6,1.5,0.0,2.6,6.0,47.3,0,0,0,0
2025-12-28,6.4,13.0,2.8,6.5,50.8,4.1,7.5,1.7,4.6,55.5,3.2,1.0,2.8,5.6,85.3,5.7,0.0,1.9,4.6,54.0,0,0,0,0
2025-12-29,10.0,0.0,4.4,8.2,56.6,8.6,0.0,1.9,5.9,55.8,4.6,0.7,3.1,5.5,76.1,8.7,0.4,3.0,5.8,67.4,0,0,0,0
2025-12-30,5.5,0.0,2.4,5.7,35.3,3.6,0.0,2.4,5.7,37.9,-0.5,0.0,3.3,5.3,42.9,5.1,0.4,3.2,6.9,43.1,0,0,0,0
2025-12-31,1.2,0.0,2.6,5.5,28.4,-0.5,0.0,2.8,4.9,29.5,-6.1,0.0,4.4,7.4,42.6,0.7,0.4,6.2,10.2,32.8,0,0,0,0
2026-01-01,-1.8,0.0,2.9,5.2,23.1,-3.3,0.0,3.6,5.8,25.5,-7.6,0.0,4.0,7.2,43.3,-2.7,0.4,5.1,9.1,31.6,0,0,0,0
2026-01-02,-2.7,0.0,3.3,7.7,32.4,-3.7,0.0,3.2,5.5,31.5,-8.4,0.0,3.2,6.1,48.9,-2.5,0.4,6.0,11.2,49.1,0,0,0,0
2026-01-03,0.5,0.0,3.0,5.3,38.8,-0.8,0.0,3.4,6.5,42.9,-4.0,0.0,1.4,3.4,59.4,1.5,0.4,6.6,12.9,51.0,0,0,0,0
2026-01-04,4.6,0.0,2.6,5.4,49.9,4.9,0.0,2.5,5.0,44.6,0.0,0.0,1.9,4.5,68.6,4.9,0.4,4.6,8.2,52.6,0,0,0,0
2026-01-05,4.5,0.0,2.5,5.3,33.5,3.0,0.0,2.6,5.2,31.4,-2.0,0.0,3.6,6.1,47.9,3.9,0.4,7.2,10.9,41.5,0,0,0,0
2026-01-06,4.2,0.0,2.9,5.1,19.4,2.2,0.0,2.0,4.1,23.9,0.1,0.0,2.3,4.8,56.4,3.4,0.4,4.4,9.6,30.8,0,0,0,0
2026-01-07,5.0,0.0,3.9,8.0,37.6,4.2,0.0,2.3,5.0,39.0,-0.1,0.0,4.6,8.3,52.4,3.8,0.4,5.9,10.4,55.0,0,0,0,0
2026-01-08,-0.1,0.0,2.4,6.1,26.1,-1.8,0.0,2.4,5.2,26.3,-4.9,0.0,3.6,8.2,40.4,-0.3,0.4,7.4,10.5,33.1,0,0,0,0
2026-01-09,2.9,0.0,3.8,7.7,38.5,1.8,0.0,2.0,3.6,35.6,1.1,0.0,3.8,6.1,68.1,2.6,0.4,3.3,7.3,56.9,0,0,0,0
2026-01-10,7.7,0.0,7.5,14.1,44.6,6.9,0.0,4.2,8.9,41.6,1.9,0.2,7.3,12.4,60.8,6.3,0.4,7.1,12.4,49.4,1,0,0,0
2026-01-11,-1.0,0.0,3.6,8.3,29.4,-2.0,0.0,3.8,7.2,24.9,-6.7,0.2,4.5,8.0,44.0,-1.4,0.0,5.7,9.9,42.8,0,0,0,0
2026-01-12,1.6,0.0,4.5,12.2,50.0,0.5,0.0,2.3,5.1,44.8,-2.5,1.8,3.3,6.1,73.1,1.1,0.0,2.3,7.3,60.3,0,0,0,0
2026-01-13,6.0,0.0,5.4,9.9,37.8,4.6,0.0,2.6,5.4,34.6,-3.6,1.8,4.2,7.4,57.0,4.7,0.0,6.7,13.4,48.3,0,0,0,0
2026-01-14,4.1,0.0,2.3,4.7,41.9,1.9,0.0,1.9,3.7,33.5,-2.5,1.8,2.1,4.1,43.1,2.6,0.0,2.2,7.3,49.4,0,0,0,0
2026-01-15,13.2,0.3,4.6,10.1,58.9,11.7,0.0,2.5,8.3,52.5,4.8,1.8,2.2,4.8,80.1,2.6,0.0,3.5,7.2,49.4,0,0,0,0
2026-01-16,11.2,0.3,2.3,5.4,43.3,8.7,0.0,1.7,3.9,47.0,2.6,0.0,2.0,4.5,87.1,8.8,0.0,2.3,7.9,49.6,0,0,0,0
2026-01-17,9.5,0.3,2.1,5.5,47.9,7.4,0.0,2.2,5.4,50.5,-1.5,0.0,2.9,4.8,67.5,8.6,0.0,2.6,7.3,50.6,0,0,0,0
2026-01-18,9.8,0.3,1.9,4.3,64.0,7.0,0.0,1.2,3.2,71.5,-0.7,0.0,2.9,4.9,64.5,8.6,0.0,2.6,6.2,66.6,0,0,0,0
2026-01-19,6.6,0.3,1.7,4.1,53.6,4.3,0.0,2.6,5.2,54.4,-4.9,0.5,4.6,9.0,55.6,3.8,0.0,6.6,13.3,54.4,0,0,0,0
2026-01-20,1.0,0.3,4.4,8.4,21.8,-0.5,0.0,3.6,6.4,27.8,-9.2,0.5,3.3,6.2,46.1,0.2,0.0,6.8,12.5,26.6,0,0,0,0
2026-01-21,-2.2,0.3,4.0,8.4,22.0,-3.9,0.0,3.4,8.5,24.4,-9.6,0.5,4.0,7.0,52.8,-3.6,0.0,8.1,17.2,42.5,0,0,0,1
2026-01-22,-3.7,0.3,3.8,6.8,26.0,-4.7,0.0,3.1,5.5,27.8,-8.8,0.5,3.7,6.3,47.6,-3.9,0.0,6.9,12.3,42.4,0,0,0,0
2026-01-23,-0.1,0.3,3.5,6.8,43.4,-1.1,0.0,3.4,7.3,40.3,-4.8,1.5,2.0,3.7,53.6,0.3,0.0,3.8,7.0,61.3,0,0,0,0
2026-01-24,1.3,0.3,4.0,6.9,34.9,-0.8,0.0,3.2,8.1,34.0,-5.4,1.5,3.3,6.4,45.8,0.8,0.0,6.9,11.7,47.1,0,0,0,0
2026-01-25,0.8,0.3,2.6,5.0,23.3,-0.8,0.0,3.0,6.0,20.9,-5.9,1.5,2.8,6.2,44.6,0.1,0.0,6.5,13.7,34.3,0,0,0,0
2026-01-26,2.7,0.3,1.9,4.9,28.1,1.3,0.0,2.0,3.9,26.4,-4.4,0.0,1.5,2.9,59.8,0.5,0.0,2.5,8.5,39.3,0,0,0,0
2026-01-27,2.5,0.3,2.5,5.7,29.5,1.1,0.0,3.3,6.5,32.0,-4.6,0.0,3.8,6.5,48.9,1.3,0.0,8.0,11.8,40.9,0,0,0,0
2026-01-28,1.2,0.3,2.8,5.3,18.8,-0.5,0.0,2.9,4.4,23.0,-5.0,0.0,3.8,6.8,41.1,0.6,0.0,5.9,12.1,28.1,0,0,0,0
2026-01-29,1.1,0.3,2.7,6.3,31.6,0.1,0.0,3.5,7.4,24.8,-5.3,0.0,2.8,6.0,42.6,0.6,0.0,5.6,10.6,40.3,0,0,0,0
2026-01-30,-0.5,0.3,2.7,6.3,21.4,-2.2,0.0,2.5,4.8,22.5,-6.5,0.0,3.0,5.3,43.0,-0.6,0.0,6.1,12.1,29.8,0,0,0,0
2026-01-31,2.4,0.3,2.7,6.3,18.3,0.3,0.0,2.6,5.4,22.5,-4.4,0.0,2.3,4.1,50.5,1.3,0.0,5.9,12.1,31.5,0,0,0,0
2026-02-01,2.2,0.3,2.7,6.3,34.3,0.4,0.0,2.4,4.9,33.8,-2.4,0.0,2.3,3.9,53.6,1.6,0.0,3.7,8.5,43.0,0,0,0,0
2026-02-02,1.6,0.3,2.7,6.3,36.5,-0.7,0.0,2.3,6.0,37.9,-2.7,1.2,2.9,4.8,66.4,0.3,0.2,5.8,10.5,50.1,0,0,0,0
2026-02-03,2.8,0.3,2.7,6.3,33.0,2.1,0.0,2.0,4.9,33.4,-1.2,1.2,1.8,4.0,62.6,2.6,0.2,5.2,12.3,50.0,0,0,0,0
2026-02-04,5.9,0.3,4.4,7.7,43.0,5.1,0.0,2.4,6.2,43.5,3.0,1.2,2.4,3.9,77.0,5.1,0.2,3.2,6.5,58.9,0,0,0,0
2026-02-05,8.9,0.3,2.9,6.4,54.1,8.1,0.0,1.8,5.1,44.3,2.8,1.2,3.1,7.4,71.8,7.9,0.2,2.8,7.5,59.8,0,0,0,0
2026-02-06,6.5,0.3,2.7,6.1,22.0,4.3,0.0,2.8,5.7,26.9,-7.3,1.2,4.4,6.6,36.0,4.4,0.2,6.9,12.7,28.8,0,0,0,0
2026-02-07,0.4,0.0,3.3,7.0,22.0,-1.3,0.0,3.8,7.4,16.1,-8.9,1.2,4.3,7.5,37.8,-2.5,0.2,7.9,13.0,32.4,0,0,0,0
2026-02-08,-3.8,0.0,4.4,8.5,27.4,-4.6,0.0,4.1,8.1,25.5,-8.5,1.2,3.7,6.9,41.9,-4.4,0.2,8.5,14.5,45.4,0,0,0,1
2026-02-09,1.6,0.0,3.2,5.6,36.3,1.3,0.0,2.2,6.5,28.8,-3.1,1.2,1.7,3.2,54.6,1.4,0.2,3.3,8.2,54.1,0,0,0,0
2026-02-10,4.6,0.0,3.4,6.6,63.6,4.4,0.0,1.7,3.6,47.9,1.2,0.3,2.0,3.9,79.1,3.7,1.2,1.8,5.7,77.6,0,0,0,0
2026-02-11,6.7,0.0,3.3,7.0,51.5,5.9,0.0,2.9,6.3,49.1,1.6,0.0,2.0,4.9,88.1,5.4,1.2,6.1,10.0,59.8,0,0,0,0
2026-02-12,6.8,0.0,2.9,6.1,36.9,5.2,0.0,2.9,6.3,32.8,2.6,0.0,2.3,4.6,76.8,5.1,1.2,3.8,8.2,47.5,0,0,0,0
2026-02-13,8.7,0.0,3.8,7.5,35.8,8.1,0.0,1.8,4.2,30.1,5.9,0.0,2.4,4.7,81.8,6.4,1.2,2.9,6.1,57.1,0,0,0,0
2026-02-14,11.7,0.0,3.5,6.8,63.4,9.3,0.0,1.9,5.5,42.9,7.7,0.0,1.6,3.3,80.3,9.0,1.2,1.4,3.3,69.6,0,0,0,0
2026-02-15,13.1,0.0,3.5,7.5,44.8,11.4,0.0,1.9,3.9,44.1,4.8,0.0,2.6,6.4,65.3,10.2,1.2,3.9,11.6,62.9,0,0,0,0
2026-02-16,8.7,0.0,3.0,7.9,48.4,5.5,0.5,2.9,6.0,58.4,1.0,0.0,3.3,5.3,47.5,6.6,1.2,4.6,10.7,35.6,0,0,0,0
2026-02-17,8.3,0.0,3.0,7.3,49.8,6.5,0.5,2.0,4.4,48.6,0.8,0.0,2.5,5.9,63.8,6.7,1.2,4.4,10.5,39.5,0,0,0,0
2026-02-18,6.6,0.0,2.8,6.5,33.6,5.1,0.5,3.1,6.1,39.9,2.4,0.0,3.2,6.3,57.3,5.4,1.2,5.8,9.9,39.8,0,0,0,0
2026-02-19,7.3,0.0,3.1,6.4,41.1,6.0,0.5,2.0,4.2,33.0,1.4,0.0,2.0,4.7,63.3,5.1,1.2,4.0,8.3,39.3,0,0,0,0
2026-02-20,9.5,0.0,4.0,8.8,34.8,9.1,0.5,2.5,4.9,27.6,6.0,0.0,3.3,5.7,62.6,7.9,1.2,3.8,6.9,52.8,0,0,0,0
2026-02-21,12.3,0.0,5.5,9.8,58.3,11.3,0.5,3.0,7.7,50.8,10.9,0.0,5.3,8.2,54.4,10.1,1.2,2.2,5.8,67.8,0,0,0,0
2026-02-22,14.7,0.0,6.9,13.2,57.3,15.4,0.5,5.4,10.0,39.8,6.5,0.0,5.1,8.4,55.9,11.8,1.2,4.7,10.8,54.3,0,0,0,0
2026-02-23,7.7,0.0,3.1,7.4,22.9,6.1,0.5,2.2,5.6,25.4,1.6,0.0,2.8,5.3,35.4,6.2,1.2,3.0,10.3,45.4,0,0,0,0
2026-02-24,5.9,31.7,3.2,5.7,63.8,4.5,22.1,2.7,4.5,60.6,2.2,0.0,2.4,5.1,34.0,5.1,30.2,6.3,9.5,60.9,0,0,0,0
2026-02-25,9.3,0.1,4.2,6.6,64.8,8.2,0.6,4.1,6.8,67.6,6.0,0.0,2.1,4.1,40.5,8.0,30.2,7.2,9.9,65.4,0,0,0,0
2026-02-26,9.8,0.1,3.1,4.8,69.3,8.8,0.6,2.6,4.2,71.4,7.5,0.0,2.3,5.2,56.6,9.2,30.2,5.8,8.8,62.6,0,0,0,0
2026-02-27,8.0,8.5,3.3,4.6,79.9,7.3,5.1,2.8,4.3,77.4,8.6,0.0,3.1,5.4,57.3,8.7,6.7,4.8,8.6,80.3,0,0,0,0
2026-02-28,8.0,8.5,3.4,5.2,63.9,6.5,5.1,2.6,4.8,69.0,7.6,0.0,2.0,3.5,59.4,8.7,6.7,3.4,6.8,67.9,0,0,0,0
2026-03-01,9.5,8.5,4.1,6.1,59.6,8.2,5.1,3.0,5.5,61.8,9.1,0.0,3.4,6.7,54.3,8.8,0.0,6.9,10.4,62.4,0,0,0,0
2026-03-02,8.0,17.1,5.1,8.2,81.4,7.2,24.4,3.6,6.6,81.1,4.7,13.2,5.2,7.7,82.8,6.5,31.2,9.3,13.9,85.9,0,0,0,0
2026-03-03,8.2,1.5,4.2,6.7,69.6,6.9,1.3,3.7,6.7,78.4,4.7,1.1,3.9,6.2,73.9,8.7,31.2,5.3,9.8,67.0,0,0,0,0
2026-03-04,9.2,1.5,2.6,5.0,61.1,7.1,1.3,2.0,5.9,68.4,4.8,1.1,2.3,4.1,69.3,9.3,31.2,1.6,3.4,71.0,0,0,0,0
2026-03-05,9.7,0.0,2.3,5.2,64.8,8.2,1.3,1.6,3.3,70.0,4.6,11.0,1.9,3.8,69.9,9.9,0.1,2.5,5.5,71.4,0,0,0,0
2026-03-06,8.0,1.6,2.8,7.7,59.0,6.5,0.5,2.4,5.1,60.1,1.5,0.0,3.0,6.3,77.4,6.2,2.0,6.5,13.2,57.5,0,0,0,0
2026-03-07,4.6,1.6,2.8,5.6,38.4,3.4,0.5,2.7,5.2,39.4,0.5,0.0,3.2,5.2,48.9,3.3,2.0,7.6,14.3,42.1,0,0,0,1
2026-03-08,6.6,1.6,3.0,6.1,37.4,5.6,0.5,2.3,3.9,38.3,1.2,0.0,1.9,4.6,54.6,4.7,2.0,3.4,8.8,43.6,0,0,0,0
2026-03-09,6.9,1.6,3.4,6.3,36.1,5.2,0.5,2.8,4.9,43.0,4.2,0.0,3.3,6.5,62.4,5.5,2.0,6.1,9.2,46.5,0,0,0,0
2026-03-10,7.0,1.6,3.1,6.6,48.3,6.0,0.5,2.4,4.4,54.6,3.3,0.0,2.2,3.8,56.1,5.5,2.0,2.8,6.9,57.6,0,0,0,0
2026-03-11,9.0,1.6,2.8,5.8,45.5,7.1,0.5,1.7,3.8,56.6,3.7,0.0,1.6,3.1,70.6,6.8,2.0,1.9,4.3,56.0,0,0,0,0
2026-03-12,8.7,1.1,2.5,5.6,57.6,5.9,3.4,2.8,6.9,72.3,6.4,0.0,2.8,5.7,62.3,8.5,0.0,2.9,7.0,55.0,0,0,0,0
2026-03-13,6.7,0.1,4.0,6.8,57.6,4.8,4.0,3.2,5.5,72.3,6.9,0.0,2.7,6.3,46.8,7.7,0.0,5.8,9.5,46.5,0,0,0,0
2026-03-14,8.4,0.1,2.5,4.7,53.1,6.6,4.0,1.9,3.8,61.5,7.1,0.0,1.9,3.6,52.6,8.0,0.0,2.7,5.5,55.4,0,0,0,0
2026-03-15,10.4,0.1,2.1,6.4,49.0,8.3,4.0,1.6,3.3,53.9,6.2,0.0,2.0,4.5,74.0,8.8,0.0,2.8,7.7,56.5,0,0,0,0
2026-03-16,10.6,0.1,2.2,4.4,59.0,9.0,4.0,2.0,4.4,62.0,5.9,0.0,1.9,3.9,62.4,9.4,0.0,2.8,6.8,60.8,0,0,0,0
2026-03-17,11.9,0.1,1.7,4.4,61.0,10.0,4.0,1.7,4.3,66.6,6.8,0.0,2.0,3.4,57.1,11.4,0.0,1.8,4.2,68.6,0,0,0,0
2026-03-18,10.0,3.9,1.9,5.4,81.1,8.5,7.3,1.2,3.3,88.6,5.7,1.9,2.9,6.7,70.9,9.7,13.3,4.0,10.4,86.0,0,0,0,0
2026-03-19,10.7,3.9,2.8,6.0,56.1,8.2,7.3,2.5,5.6,61.5,5.4,1.9,3.2,6.6,51.1,8.9,13.3,4.4,12.2,53.4,0,0,0,0
2026-03-20,11.3,3.9,2.9,6.4,26.4,10.6,7.3,2.4,4.7,25.1,6.1,1.9,3.2,5.2,74.6,11.0,13.3,4.0,8.2,31.1,0,0,0,0
2026-03-21,12.7,3.9,3.8,7.4,53.4,11.3,7.3,2.0,4.3,61.1,6.2,1.9,2.1,4.5,65.6,11.0,13.3,2.5,5.0,54.8,0,0,0,0
2026-03-22,12.5,3.9,2.1,5.1,47.5,10.4,7.3,1.1,3.0,62.5,9.2,1.9,1.8,5.0,46.1,11.3,13.3,1.3,3.4,61.1,0,0,0,0
2026-03-23,13.3,3.9,3.0,6.3,49.9,11.2,7.3,2.6,5.4,50.6,10.2,1.9,2.1,4.6,45.6,11.9,13.3,2.7,5.9,51.1,0,0,0,0
2026-03-24,12.0,3.9,3.2,5.1,60.6,10.3,7.3,1.6,3.7,65.5,11.1,1.9,2.3,3.9,52.5,12.1,0.0,3.4,6.2,62.6,0,0,0,0
2026-03-25,11.8,0.8,1.7,3.4,70.4,11.0,0.0,1.5,3.2,70.4,10.4,1.9,2.6,5.5,74.9,11.8,5.4,1.9,4.0,73.0,0,0,0,0
2026-03-26,13.2,0.8,1.9,5.2,67.9,12.5,0.0,1.6,4.4,65.9,7.6,1.9,2.3,4.4,85.8,13.6,5.4,2.8,7.0,57.9,0,0,0,0
2026-03-27,16.2,0.8,2.4,5.3,45.1,15.4,0.0,1.7,3.5,49.6,8.5,1.9,2.0,3.9,84.3,15.9,5.4,3.9,8.6,41.0,0,0,0,0
2026-03-28,15.1,0.8,2.9,6.5,57.1,12.9,0.0,2.5,4.8,61.9,7.6,1.9,2.0,3.7,80.0,15.4,5.4,3.0,7.8,49.4,0,0,0,0
2026-03-29,14.0,0.8,1.8,3.7,73.0,12.9,0.0,1.7,3.6,76.8,10.6,1.9,1.8,4.8,58.1,13.8,5.4,2.2,4.0,77.4,0,0,0,0
2026-03-30,14.2,22.6,2.1,5.1,77.1,13.2,14.9,1.4,3.4,77.4,13.4,2.2,1.8,4.4,54.1,12.4,25.3,4.8,11.1,86.0,0,0,0,0
2026-03-31,13.5,9.9,3.2,5.7,74.0,11.6,18.6,3.3,6.7,81.9,13.1,6.7,2.6,6.2,73.5,14.1,0.7,3.5,10.4,76.1,0,0,0,0
2026-04-01,13.1,1.3,1.8,3.4,74.9,11.8,0.9,1.3,3.3,82.1,10.6,6.7,2.2,4.6,72.8,13.0,0.0,2.5,8.4,73.9,0,0,0,0
2026-04-02,14.8,0.0,3.3,7.0,50.4,13.8,0.0,2.1,4.7,54.3,9.0,6.7,3.0,5.0,75.4,14.8,0.0,5.6,10.0,38.9,0,0,0,0
2026-04-03,15.9,1.4,3.0,6.2,52.1,15.5,0.7,2.3,4.7,43.6,12.5,6.7,2.3,4.5,68.6,14.1,3.1,2.0,4.5,68.0,0,0,0,0
2026-04-04,14.9,61.5,3.5,11.1,85.0,13.7,44.4,2.2,5.5,92.3,12.1,0.1,3.5,6.0,70.5,14.4,67.2,5.2,10.5,80.6,1,0,0,1
2026-04-05,13.8,61.5,3.8,7.9,66.3,13.4,44.4,2.2,4.2,71.4,9.0,4.2,2.9,5.4,72.9,11.4,67.2,4.8,7.7,68.0,1,0,0,1
2026-04-06,15.0,0.3,4.5,9.7,78.8,13.9,2.2,2.3,5.9,75.4,9.5,0.8,2.9,6.5,65.9,14.5,67.2,3.1,8.6,79.3,0,0,0,1
2026-04-07,12.2,0.3,3.2,6.1,26.9,10.1,2.2,2.5,6.0,25.1,7.6,0.8,3.4,6.9,52.0,11.7,67.2,3.8,10.5,28.9,0,0,0,1
2026-04-08,12.6,0.3,3.5,7.0,45.5,11.8,2.2,2.6,5.2,40.0,8.8,0.8,2.0,4.3,61.9,10.7,67.2,2.4,9.2,48.6,0,0,0,1
2026-04-09,14.1,53.7,4.4,9.1,87.0,13.1,16.3,2.9,6.4,82.5,10.9,16.2,3.0,6.1,82.0,13.6,66.5,4.3,10.2,91.6,1,0,0,1
2026-04-10,17.7,0.0,6.9,13.1,70.4,18.9,16.3,3.2,5.2,63.8,9.1,4.6,4.8,8.0,96.4,14.4,0.8,7.1,12.0,77.6,0,0,0,0
2026-04-11,15.7,0.0,3.5,6.9,58.3,16.9,16.3,2.4,5.0,46.9,8.6,0.0,2.5,4.7,91.6,14.9,0.8,4.6,10.6,65.3,0,0,0,0
2026-04-12,17.0,0.0,2.3,4.2,45.9,15.4,16.3,1.6,3.3,42.1,11.9,0.0,1.8,4.4,64.5,15.5,0.0,1.8,5.2,56.0,0,0,0,0
2026-04-13,18.5,0.0,2.8,6.1,45.6,17.1,16.3,2.7,6.5,50.5,16.0,0.0,1.7,3.4,51.6,16.7,0.3,1.9,4.3,56.3,0,0,0,0
2026-04-14,16.0,0.1,2.8,4.4,60.5,14.0,0.0,2.3,4.0,71.9,18.0,0.0,2.0,3.4,49.0,16.0,0.0,2.0,5.7,63.9,0,0,0,0
2026-04-15,16.5,0.1,2.7,4.4,56.3,15.4,0.0,2.5,4.3,62.4,16.2,0.0,2.1,4.4,59.1,16.4,0.0,2.3,4.5,60.1,0,0,0,0
2026-04-16,15.3,0.1,3.5,5.1,50.6,13.6,0.0,3.3,6.1,57.4,18.7,0.0,2.6,4.6,45.5,16.3,0.0,4.0,8.0,48.0,0,0,0,0
2026-04-17,15.0,7.7,1.8,4.7,78.1,13.8,9.7,1.2,2.5,81.1,14.2,0.0,2.5,4.7,71.1,13.4,16.6,4.4,7.7,78.5,0,0,0,0
2026-04-18,17.7,3.0,2.0,5.1,83.0,16.7,5.5,1.4,2.9,86.3,16.1,0.0,1.7,4.3,68.6,16.1,10.3,3.6,7.8,87.0,0,0,0,0
2026-04-19,19.3,3.0,2.1,5.0,72.8,17.7,5.5,1.4,4.1,78.4,17.4,0.0,2.0,4.8,66.3,17.9,0.0,2.2,4.5,77.9,0,0,0,0
2026-04-20,18.4,3.0,3.0,7.7,67.1,17.4,0.0,2.0,7.2,70.5,11.6,0.0,3.5,6.9,71.9,16.1,0.0,4.8,12.1,70.4,0,0,0,0
